CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
787659483,Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,48,4,2,2,1438.3,801,637.3,0.595,4223,60,0.579,0.557
712441308,Attrited Customer,41,F,4,Unknown,Single,Unknown,Blue,25,2,2,3,29295.0,0,29295.0,1.411,9865,65,0.711,0.0
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3,3106.0,1120,1986.0,1.045,683,17,0.7,0.361
719809533,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,36,6,1,4,2448.0,1969,479.0,0.713,5066,84,0.75,0.804
710092683,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,30,2,3,2,3735.0,1421,2314.0,0.57,1837,47,0.741,0.38
721026033,Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue,44,4,3,2,2564.0,1258,1306.0,1.156,2673,43,0.87,0.491
712580958,Existing Customer,38,M,1,High School,Single,$120K +,Blue,30,2,1,1,27712.0,2130,25582.0,0.654,7399,91,0.717,0.077
788621658,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909.0,1753,156.0,0.788,1457,24,0.6,0.918
720235608,Existing Customer,60,F,0,Graduate,Unknown,Less than $40K,Blue,36,4,3,1,3828.0,0,3828.0,0.599,4470,58,0.812,0.0
751563933,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,36,3,3,2,9484.0,2451,7033.0,0.637,7242,95,0.508,0.258
712715208,Attrited Customer,52,M,1,High School,Single,$80K - $120K,Blue,44,1,3,2,3770.0,0,3770.0,0.544,2387,51,0.5,0.0
713333433,Attrited Customer,49,M,3,Uneducated,Unknown,$60K - $80K,Blue,41,3,4,4,18075.0,0,18075.0,0.531,1477,30,0.5,0.0
715410783,Attrited Customer,55,F,1,Unknown,Single,Less than $40K,Blue,36,5,2,3,1836.0,572,1264.0,0.758,2400,34,0.789,0.312
708557358,Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,28,4,2,3,22157.0,1355,20802.0,0.69,1911,55,0.571,0.061
708992733,Existing Customer,50,F,0,High School,Married,Less than $40K,Blue,36,4,3,2,1513.0,0,1513.0,0.854,4759,98,0.719,0.0
714305508,Existing Customer,46,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,3,2,13387.0,0,13387.0,0.746,3706,81,0.62,0.0
712464933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36,2,2,2,19141.0,1933,17208.0,1.05,15203,114,0.781,0.101
714557583,Existing Customer,58,F,2,College,Single,Less than $40K,Blue,36,6,4,0,2212.0,1902,310.0,0.691,4976,79,0.975,0.86
716414958,Existing Customer,39,F,3,High School,Single,Unknown,Blue,36,3,3,3,2366.0,1927,439.0,0.631,3659,66,0.833,0.814
714997683,Existing Customer,56,F,4,Graduate,Married,Unknown,Blue,49,5,1,3,14915.0,1111,13804.0,0.846,1388,35,0.667,0.074
796990908,Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,29,5,3,2,34516.0,1872,32644.0,1.068,2227,61,1.103,0.054
812653383,Existing Customer,55,F,1,College,Single,$40K - $60K,Blue,50,3,3,3,1843.0,1520,323.0,0.864,4729,92,0.704,0.825
788779008,Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,3,1,2,2736.0,1822,914.0,0.593,1211,25,0.923,0.666
712925808,Attrited Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,3,2,2710.0,0,2710.0,0.999,4724,60,0.395,0.0
711240108,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,31,3,2,2,13116.0,1225,11891.0,0.735,4800,61,0.605,0.093
714282333,Existing Customer,49,F,4,College,Married,Less than $40K,Blue,36,1,1,2,3244.0,0,3244.0,0.765,7495,97,0.54,0.0
714643983,Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,36,5,3,3,2758.0,2017,741.0,0.883,4119,73,1.028,0.731
757634583,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,45,4,3,1,2261.0,1127,1134.0,0.814,4456,68,0.789,0.498
743912958,Existing Customer,39,F,1,Graduate,Single,$40K - $60K,Blue,32,3,3,1,3812.0,1103,2709.0,0.757,4080,65,0.625,0.289
803342358,Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,49,3,1,4,5668.0,2517,3151.0,0.704,3382,56,0.931,0.444
712207683,Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,Blue,36,3,3,2,5155.0,684,4471.0,0.588,1555,37,0.48,0.133
716769783,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,40,3,2,4,5104.0,736,4368.0,0.679,3943,78,0.696,0.144
708812133,Existing Customer,49,F,3,Graduate,Married,Unknown,Blue,39,5,3,0,2270.0,1647,623.0,0.759,4110,75,0.923,0.726
720430083,Existing Customer,65,M,0,High School,Unknown,Less than $40K,Blue,36,3,3,2,2107.0,1008,1099.0,0.953,3913,67,0.523,0.478
708511983,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3,2,1663.0,0,1663.0,0.778,3950,82,0.864,0.0
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,3,3,14881.0,848,14033.0,0.762,1408,23,1.091,0.057
771559158,Existing Customer,58,M,3,Uneducated,Unknown,$80K - $120K,Blue,46,3,1,3,2375.0,1163,1212.0,0.917,4769,80,0.905,0.49
713514633,Attrited Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,50,2,4,2,6224.0,0,6224.0,0.801,8291,69,1.029,0.0
793736958,Existing Customer,49,M,3,High School,Single,$120K +,Blue,43,1,2,1,21680.0,1587,20093.0,0.605,4410,86,0.72,0.073
788407833,Existing Customer,49,F,4,Graduate,Single,Unknown,Blue,42,5,3,2,16424.0,1368,15056.0,0.55,4025,79,0.881,0.083
711348033,Existing Customer,50,M,2,Graduate,Married,$40K - $60K,Blue,40,4,3,2,5435.0,1243,4192.0,0.749,16202,117,0.671,0.229
815091333,Existing Customer,48,F,3,Unknown,Married,Less than $40K,Blue,43,3,1,2,3119.0,2196,923.0,0.81,4705,77,1.2,0.704
712721358,Attrited Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,3,2,4073.0,2517,1556.0,0.575,2059,43,0.433,0.618
788907033,Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,26,1,3,1,5238.0,2077,3161.0,0.656,7321,73,0.659,0.397
719850933,Existing Customer,30,M,2,College,Single,$60K - $80K,Blue,36,1,3,3,4192.0,1734,2458.0,0.753,13345,106,0.893,0.414
714547458,Existing Customer,65,M,0,Graduate,Married,$40K - $60K,Blue,56,3,3,2,2297.0,0,2297.0,0.511,1941,51,0.417,0.0
711796683,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,38,5,4,2,7398.0,1581,5817.0,0.428,4311,73,0.921,0.214
717100833,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,27,6,6,2,3148.0,0,3148.0,0.498,1401,31,0.722,0.0
720841533,Existing Customer,29,M,0,Graduate,Married,Less than $40K,Blue,15,3,1,5,4700.0,0,4700.0,0.617,14723,96,0.655,0.0
713695158,Existing Customer,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562.0,1057,505.0,0.807,5019,78,0.696,0.677
716399583,Existing Customer,34,M,1,Uneducated,Married,$120K +,Blue,36,6,2,1,19630.0,1251,18379.0,1.399,2286,39,0.696,0.064
712578933,Attrited Customer,35,F,5,High School,Married,$40K - $60K,Blue,25,3,2,6,1438.3,0,1438.3,0.763,2500,44,0.517,0.0
712689333,Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,3,2,20241.0,1203,19038.0,0.66,1102,31,0.632,0.059
819684183,Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,4,5,3,3492.0,1546,1946.0,1.135,3043,53,1.038,0.443
720580383,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,37,3,2,4,1438.3,0,1438.3,0.868,3637,80,0.86,0.0
794818833,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,30,6,1,2,5494.0,2078,3416.0,0.79,2661,58,0.871,0.378
779302233,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,22,4,2,3,1438.3,0,1438.3,0.695,2502,45,0.452,0.0
713982108,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3418.0,0,3418.0,2.594,1887,20,2.333,0.0
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016.0,395,1621.0,0.711,2473,44,0.571,0.196
793597833,Existing Customer,49,F,0,Post-Graduate,Single,Less than $40K,Blue,43,1,3,1,2481.0,1568,913.0,0.537,4466,69,0.533,0.632
721338783,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,36,3,2,3,13483.0,2517,10966.0,0.733,3427,72,0.6,0.187
778718658,Existing Customer,33,F,2,High School,Divorced,Unknown,Blue,15,3,3,4,9725.0,0,9725.0,0.75,4062,65,0.711,0.0
711597183,Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,5,3,2,1452.0,0,1452.0,0.97,4571,72,0.846,0.0
708174708,Existing Customer,38,M,4,Graduate,Married,$40K - $60K,Blue,27,6,2,4,5535.0,1276,4259.0,0.636,1764,38,0.9,0.231
719623083,Existing Customer,33,F,1,Doctorate,Unknown,Less than $40K,Gold,24,2,3,2,15987.0,1992,13995.0,0.739,8302,81,0.841,0.125
789122808,Attrited Customer,41,F,4,College,Married,$40K - $60K,Blue,29,5,2,3,3281.0,0,3281.0,0.875,2907,45,0.406,0.0
710002833,Existing Customer,32,F,1,High School,Married,Unknown,Blue,22,3,2,3,3413.0,2517,896.0,0.984,4355,71,0.919,0.737
718504983,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,37,6,2,2,6091.0,0,6091.0,0.56,3340,60,0.579,0.0
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,4,2,0,34516.0,1938,32578.0,0.426,1215,45,0.406,0.056
715190283,Existing Customer,57,F,1,Graduate,Unknown,$40K - $60K,Blue,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241
791822733,Existing Customer,47,F,3,High School,Single,Unknown,Blue,41,5,1,3,5630.0,748,4882.0,0.804,4904,81,0.761,0.133
718288833,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,36,1,3,3,5590.0,875,4715.0,0.86,14643,127,0.764,0.157
713197308,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224.0,0,6224.0,0.63,7612,82,0.783,0.0
720074583,Existing Customer,42,M,1,Graduate,Unknown,$80K - $120K,Blue,36,2,1,2,4765.0,1516,3249.0,0.709,7380,76,0.689,0.318
766456683,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,44,6,2,0,6160.0,2258,3902.0,0.717,3986,80,0.6,0.367
710840433,Existing Customer,34,M,1,College,Unknown,$40K - $60K,Blue,20,2,1,3,7452.0,1656,5796.0,0.6,3339,51,0.962,0.222
780265458,Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,42,4,2,2,3495.0,1427,2068.0,0.563,4466,85,0.889,0.408
709987683,Attrited Customer,46,F,4,Graduate,Married,Unknown,Blue,36,4,3,4,2286.0,0,2286.0,1.057,2798,40,0.481,0.0
714089658,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238.0,0,2238.0,0.452,2063,42,0.5,0.0
719521983,Existing Customer,38,M,2,Uneducated,Married,$40K - $60K,Blue,31,4,3,3,6116.0,1698,4418.0,0.937,1592,32,1.0,0.278
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,29,3,2,2,4573.0,0,4573.0,0.703,3776,70,0.944,0.0
711909933,Existing Customer,54,M,4,Unknown,Married,$80K - $120K,Blue,42,3,3,1,1621.0,618,1003.0,0.846,4815,83,1.024,0.381
712244733,Existing Customer,56,F,1,Unknown,Married,Less than $40K,Blue,45,4,1,2,3132.0,2230,902.0,0.78,4412,73,0.659,0.712
709541433,Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,3,4,2041.0,1687,354.0,0.677,1555,45,0.552,0.827
720494058,Existing Customer,51,F,2,College,Married,Less than $40K,Blue,25,4,3,3,3042.0,0,3042.0,0.578,4781,79,0.756,0.0
772300383,Existing Customer,57,F,2,Unknown,Married,$40K - $60K,Blue,46,3,1,3,5073.0,1533,3540.0,0.654,13420,122,0.743,0.302
807593058,Attrited Customer,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317.0,0,5317.0,0.699,2003,29,0.318,0.0
711606558,Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,39,5,2,2,1909.0,866,1043.0,0.88,4697,83,0.844,0.454
787291308,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,36,5,2,4,4228.0,1709,2519.0,0.493,4389,79,0.58,0.404
719535558,Existing Customer,47,M,4,College,Divorced,$40K - $60K,Blue,36,5,1,1,5570.0,1858,3712.0,0.783,4129,72,0.636,0.334
712599783,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,12618.0,1585,11033.0,0.586,4768,82,0.864,0.126
712044558,Attrited Customer,51,F,1,Uneducated,Single,Less than $40K,Silver,41,6,2,3,14563.0,1309,13254.0,0.708,6408,70,0.944,0.09
779608083,Existing Customer,55,M,2,Doctorate,Single,Less than $40K,Blue,44,2,2,2,3897.0,1247,2650.0,0.689,3681,62,0.632,0.32
709701558,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,20080.0,0.949,1460,50,1.083,0.059
719353158,Existing Customer,56,M,1,College,Married,$80K - $120K,Blue,45,5,1,3,4145.0,1468,2677.0,0.579,1238,36,0.5,0.354
712050933,Attrited Customer,48,M,4,College,Married,$80K - $120K,Blue,32,5,2,3,25190.0,0,25190.0,0.467,1533,41,0.323,0.0
713788083,Attrited Customer,28,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,5,1624.0,0,1624.0,0.299,1897,35,0.25,0.0
802087683,Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,2,3,5478.0,1491,3987.0,1.304,2456,55,0.571,0.272
720597108,Attrited Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9943.0,2138,7805.0,0.949,8325,54,1.0,0.215
721279083,Existing Customer,53,M,4,Graduate,Single,$80K - $120K,Blue,33,5,3,3,5376.0,1177,4199.0,0.939,1840,53,0.606,0.219
710509758,Existing Customer,36,M,4,College,Single,$120K +,Blue,36,5,3,3,28200.0,765,27435.0,0.68,2507,64,0.641,0.027
717570258,Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206.0,1722,484.0,0.973,4455,67,0.763,0.781
718866633,Existing Customer,46,M,2,College,Married,$80K - $120K,Blue,36,5,4,2,33142.0,0,33142.0,0.846,4347,63,0.575,0.0
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727.0,1380,15347.0,0.605,3511,73,0.622,0.083
716838633,Existing Customer,46,M,4,High School,Single,$60K - $80K,Blue,36,4,5,0,13407.0,1341,12066.0,0.928,4869,84,0.615,0.1
712444533,Existing Customer,43,M,2,High School,Single,$80K - $120K,Blue,36,6,2,0,14418.0,0,14418.0,1.043,3880,68,0.7,0.0
780079833,Existing Customer,43,M,3,Graduate,Divorced,$60K - $80K,Blue,28,3,3,4,5479.0,1183,4296.0,0.596,14728,126,0.909,0.216
714691683,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,54,4,1,4,13284.0,607,12677.0,0.857,4942,76,0.652,0.046
720385608,Existing Customer,45,M,3,College,Unknown,$80K - $120K,Blue,31,2,1,4,20958.0,1936,19022.0,0.772,14314,99,0.768,0.092
715839708,Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516.0,2452,32064.0,0.707,7111,82,0.608,0.071
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2,2,4394.0,885,3509.0,1.04,1377,32,0.684,0.201
711918033,Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,17,3,1,3,1468.0,1074,394.0,0.697,2050,32,0.524,0.732
812501358,Existing Customer,46,F,4,Post-Graduate,Divorced,Less than $40K,Blue,41,4,1,1,1752.0,611,1141.0,0.465,4864,76,0.462,0.349
718102758,Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,36,2,1,3,3175.0,1116,2059.0,0.978,14071,101,0.683,0.351
805516608,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Silver,45,2,1,3,34516.0,925,33591.0,0.771,7755,84,0.68,0.027
710119233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,26,5,2,1,11726.0,1925,9801.0,0.855,4186,63,0.703,0.164
718011783,Existing Customer,55,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,3,2205.0,1337,868.0,0.65,1591,38,0.727,0.606
709232808,Attrited Customer,44,F,3,Unknown,Divorced,$40K - $60K,Blue,34,2,3,2,1689.0,0,1689.0,0.202,1588,37,0.276,0.0
794692158,Existing Customer,43,F,3,High School,Unknown,$40K - $60K,Silver,25,1,2,1,17328.0,0,17328.0,0.82,15367,105,0.641,0.0
709558608,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844.0,2065,779.0,0.638,7345,73,0.738,0.726
716088783,Attrited Customer,60,M,0,College,Married,$80K - $120K,Blue,50,1,4,2,29239.0,0,29239.0,1.057,8169,65,0.585,0.0
720551733,Attrited Customer,46,F,4,Doctorate,Married,Unknown,Blue,26,3,3,6,15195.0,0,15195.0,0.726,2631,41,0.64,0.0
814529508,Existing Customer,39,F,3,High School,Unknown,Unknown,Blue,34,4,3,2,15370.0,686,14684.0,0.81,4106,71,1.029,0.045
715016508,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,36,1,3,4,4527.0,0,4527.0,0.801,2441,37,0.37,0.0
708508758,Attrited Customer,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1438.3,1.047,692,16,0.6,0.0
714998508,Existing Customer,53,M,3,Uneducated,Married,$120K +,Blue,36,2,2,0,3742.0,1454,2288.0,0.894,5326,62,0.676,0.389
713321508,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,4,1965.0,1175,790.0,0.657,4579,87,0.74,0.598
714276408,Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,1915.0,1445,470.0,0.374,2264,39,0.56,0.755
719494983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,15,6,3,3,2740.0,2069,671.0,0.418,1997,44,0.419,0.755
792345258,Existing Customer,46,F,2,Uneducated,Divorced,Unknown,Blue,40,5,2,3,20080.0,0,20080.0,0.56,4620,70,0.667,0.0
718772133,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6,3,3,10230.0,1082,9148.0,0.658,1484,34,0.545,0.106
806432433,Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2,2544.0,1713,831.0,0.696,8006,88,0.571,0.673
772341783,Attrited Customer,45,F,3,High School,Single,Unknown,Blue,35,3,2,6,3512.0,2517,995.0,0.597,1801,48,0.548,0.717
708469533,Existing Customer,42,F,3,Unknown,Married,Unknown,Blue,34,6,3,2,5395.0,1439,3956.0,0.781,3523,79,0.717,0.267
721096983,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,36,4,3,4,3625.0,2517,1108.0,1.158,2616,46,1.3,0.694
709627983,Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K,Blue,36,4,3,0,2535.0,1699,836.0,0.72,4497,68,0.789,0.67
716262708,Existing Customer,51,F,2,College,Single,Less than $40K,Blue,36,1,3,2,1438.3,718,720.3,0.571,4447,71,0.821,0.499
716067333,Existing Customer,61,M,0,Graduate,Married,Unknown,Blue,36,2,3,3,6959.0,945,6014.0,0.816,4553,84,0.714,0.136
711159108,Attrited Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,7418.0,396,7022.0,0.826,911,26,1.0,0.053
713060283,Existing Customer,43,F,5,Graduate,Married,$40K - $60K,Blue,34,5,1,3,7135.0,1164,5971.0,1.127,3746,81,1.189,0.163
712617408,Existing Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,3,3,13734.0,0,13734.0,0.855,2566,74,0.762,0.0
712130058,Attrited Customer,44,F,4,Uneducated,Single,Unknown,Blue,36,3,3,4,8075.0,317,7758.0,0.585,2415,41,0.577,0.039
720518283,Existing Customer,50,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,1,3,2,2296.0,1371,925.0,0.604,5483,77,0.791,0.597
716511483,Existing Customer,46,M,2,Graduate,Married,Less than $40K,Blue,39,3,3,3,4752.0,1400,3352.0,0.646,3404,54,1.16,0.295
718252533,Attrited Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,18,5,1,1,4203.0,996,3207.0,0.705,7292,68,0.7,0.237
787685658,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,2,3083.0,1898,1185.0,1.042,1448,30,2.0,0.616
788290383,Existing Customer,43,M,3,Doctorate,Single,$40K - $60K,Blue,35,2,6,3,4970.0,1588,3382.0,0.669,4436,83,0.804,0.32
712687083,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,24,1,1,3,15043.0,0,15043.0,0.649,7234,83,0.694,0.0
804708633,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,39,3,2,2,7323.0,0,7323.0,0.518,4666,87,0.776,0.0
788620083,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,41,2,2,2,2382.0,1419,963.0,0.78,4563,89,0.712,0.596
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0
711329658,Existing Customer,30,M,0,High School,Married,$120K +,Blue,13,3,1,4,9007.0,1965,7042.0,0.698,1925,42,0.448,0.218
815613033,Existing Customer,49,M,2,Unknown,Married,Less than $40K,Silver,44,2,2,3,12518.0,1722,10796.0,0.891,14276,96,0.778,0.138
717547383,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,32,2,3,1,2890.0,1392,1498.0,0.736,4233,77,0.791,0.482
749067633,Existing Customer,45,F,2,Unknown,Married,Less than $40K,Blue,38,3,2,3,3682.0,0,3682.0,0.797,4015,77,0.51,0.0
717759783,Existing Customer,47,F,4,Unknown,Single,Unknown,Blue,34,1,3,2,5756.0,860,4896.0,0.708,5298,72,0.714,0.149
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,3,2,2947.0,2216,731.0,0.76,1744,53,0.606,0.752
712620858,Existing Customer,34,F,4,Doctorate,Married,Unknown,Blue,36,1,2,2,7744.0,1804,5940.0,0.942,4572,60,0.935,0.233
717840108,Attrited Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,41,2,3,6,4806.0,1357,3449.0,0.573,1771,35,0.346,0.282
718436133,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,3,2368.0,1244,1124.0,0.935,4289,71,0.868,0.525
712602708,Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815.0,0,1815.0,0.478,2039,34,0.36,0.0
818987958,Existing Customer,43,M,4,Graduate,Unknown,$40K - $60K,Blue,38,5,1,3,3771.0,0,3771.0,0.675,14662,125,0.667,0.0
716178483,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Blue,29,4,3,2,2430.0,0,2430.0,0.569,4334,71,0.578,0.0
712058958,Existing Customer,28,M,0,High School,Single,Less than $40K,Blue,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0
714002658,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,34,5,4,2,27732.0,1623,26109.0,0.452,1413,31,0.722,0.059
708433683,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164.0,2201,963.0,0.679,4410,86,0.623,0.696
710944608,Existing Customer,39,M,3,Graduate,Unknown,$80K - $120K,Blue,31,6,2,4,8434.0,2222,6212.0,0.691,1414,27,0.929,0.263
713745783,Existing Customer,29,F,0,Post-Graduate,Single,Unknown,Gold,36,4,1,4,34516.0,1452,33064.0,0.887,2336,49,1.13,0.042
714080433,Existing Customer,40,F,5,College,Married,$40K - $60K,Blue,36,2,3,2,3144.0,1787,1357.0,0.685,4758,67,0.558,0.568
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1,4,7154.0,1472,5682.0,1.002,3607,59,0.735,0.206
720527058,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,24,4,3,3,2310.0,1306,1004.0,0.525,4343,74,0.682,0.565
719117433,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,23018.0,2168,20850.0,0.859,1463,24,1.667,0.094
718500633,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,5,1,1,7924.0,1896,6028.0,1.161,3270,58,0.933,0.239
709422183,Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue,46,4,2,2,2203.0,1394,809.0,0.57,1788,45,0.364,0.633
713567958,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,36,4,4,2,2957.0,1408,1549.0,0.667,4280,82,0.783,0.476
715143333,Existing Customer,45,F,1,High School,Divorced,Less than $40K,Blue,36,6,2,2,9433.0,1578,7855.0,0.66,3910,81,0.653,0.167
823635033,Existing Customer,49,F,2,High School,Married,Less than $40K,Blue,45,6,2,5,8353.0,1535,6818.0,1.323,4200,83,0.804,0.184
713593683,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,28,5,3,3,11155.0,1583,9572.0,1.061,3504,60,0.765,0.142
779653458,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3,3,3,8260.0,2077,6183.0,1.167,2323,47,0.621,0.251
716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080,21,1.333,0.13
709436883,Existing Customer,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,6,2,2,2941.0,1619,1322.0,0.9,5000,87,0.673,0.55
721288158,Existing Customer,33,M,2,Unknown,Single,$120K +,Blue,15,4,2,2,25033.0,2300,22733.0,0.716,2529,71,0.578,0.092
721459008,Existing Customer,36,M,2,High School,Single,$120K +,Blue,36,4,1,2,11791.0,1168,10623.0,0.662,14885,101,0.629,0.099
710026458,Existing Customer,34,M,1,Unknown,Married,$40K - $60K,Blue,36,2,2,2,3995.0,2475,1520.0,0.817,12575,99,0.8,0.62
718637208,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,43,3,2,1,2019.0,1387,632.0,0.56,1689,36,0.714,0.687
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,8249.0,1381,6868.0,0.798,678,11,0.833,0.167
714385983,Existing Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,8224.0,1239,6985.0,0.793,16319,124,0.653,0.151
